ANNOSCOL;CODICE;DENOMINAZIONE;GRADO;TIPO;PARITARIA;INDIRIZZO;CODVIA;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
2021;3203;San Colombano;Scuola secondaria;Statale;No;Via SAN COLOMBANO 8;5366;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9,12666E+11;4,54387E+11;(45.4386551972, 9.12666441842)
2021;3205;SCUOLA STEINERIANA COMETA;Scuola secondaria;Ente privato laico;No;Via DIONIGI BUSSOLA 7;5405;6;45;MONCUCCO - SAN CRISTOFORO;9,15753E+11;4,54454E+11;(45.4453728407, 9.15753495579)
2021;3206;BES MIDDLE SCHOOL;Scuola secondaria;Ente privato laico;SI;Via VAL CISMON 9;1666;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9,19465E+11;4,55061E+11;(45.5060982517, 9.19465490819)
2021;3207;LA ZOLLA;Scuola secondaria;Ente privato laico;SI;Via CACCIALEPORI 22;6557;7;57;SAN SIRO;9,14302E+11;4,54695E+11;(45.4695107017, 9.14302381054)
2021;3208;ANDERSEN SCHOOL;Scuola secondaria;Ente privato laico;SI;Via DON CARLO SAN MARTINO 8;3297;4;25;CORSICA;9,23526E+11;4,54678E+11;(45.4678471299, 9.23525932408)
2021;3209;CANADIAN SCHOOL OF MILAN;Scuola secondaria;Ente privato laico;No;Via MELCHIORRE GIOIA 42;1108;2;10;STAZIONE CENTRALE - PONTE SEVESO;9,19911E+15;4,54876E+15;(45.48757490917477, 9.199107041386837)
2021;3210;ST.LOUIS SCHOOL;Scuola secondaria;Ente privato laico;No;Via MARCANTONIO COLONNA 24;7158;8;67;PORTELLO;9,15355E+11;45486489268;(45.486489268, 9.15355479206)
2021;3211;BOTTEGO statale;Scuola secondaria;Statale;No;Via VITTORIO BOTTEGO 4;2521;2;19;PADOVA - TURRO - CRESCENZAGO;9,24383E+11;4,55036E+11;(45.5036222151, 9.24382602514)
2021;3212;ICS INTERNATIONAL SCHOOL;Scuola secondaria;Ente privato laico;SI;Viale ORTLES 46;4133;5;36;SCALO ROMANA;9,20565E+15;4,54395E+15;(45.43954102596085, 9.205645249055886)
2021;3213;RICCI ACHILLE;Scuola secondaria;Ente privato laico;SI;Via CAMILLO SBARBARO 11;1712;9;84;PARCO NORD;9,18219E+11;4,55172E+11;(45.5171750965, 9.18218601178)
2021;3214;DON BOSCO VILLAGE MILANO;Scuola secondaria;Ente privato laico;SI;Via MAC MAHON 92;7221;8;70;GHISOLFA;91582918987;4,54938E+11;(45.4938445458, 9.1582918987)
2021;3215;MILE SCHOOL;Scuola secondaria;Ente privato laico;SI;Via FRANCESCO OLGIATI 14;5319;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9,14545E+11;4,5441E+11;(45.4409744847, 9.14544846859)
2122;3002;LUCA BELTRAMI;Scuola secondaria;Statale;No;Piazza GUGLIELMO MASSAIA 2;559;1;1;DUOMO;9181341281;4,54617E+11;(45.4616707127, 9.181341281)
2122;3003;LUIGI CAGNOLA;Scuola secondaria;Statale;No;Via SOLFERINO 52;1028;1;2;BRERA;9,18878E+11;4,54795E+11;(45.4794908375, 9.18878445105)
2122;3004;CAVALIERI BONAVENTURA;Scuola secondaria;Statale;No;Via ANCO MARZIO 9;6231;1;7;MAGENTA - S. VITTORE;9,17028E+11;4,54598E+11;(45.4598291005, 9.17028238923)
2122;3005;GIUSEPPE VERDI;Scuola secondaria;Statale;No;Via FILIPPO CORRIDONI 34;3020;1;4;GUASTALLA;9,20384E+11;4,54635E+11;(45.4635347875, 9.20384126085)
2122;3006;LUIGI MAJNO;Scuola secondaria;Statale;No;Corso DI PORTA ROMANA 112;402;1;5;PORTA VIGENTINA - PORTA LODOVICA;9,19823E+11;45454484756;(45.454484756, 9.19822697807)
2122;3008;LUIGI MAJNO;Scuola secondaria;Statale;No;Via DELLA COMMENDA 22;3146;1;4;GUASTALLA;9,1991E+11;4,54561E+11;(45.4561417915, 9.19910425661)
2122;3011;LUIGI ROSSARI - ENRICHETTA CASTIGLIONI;Scuola secondaria;Statale;No;Via SANTO SPIRITO 21;228;1;1;DUOMO;9,19561E+11;4,54706E+11;(45.4705708553, 9.19560537427)
2122;3012;VIVAIO;Scuola secondaria;Statale;No;Via VIVAIO 7;3041;1;4;GUASTALLA;9,20403E+11;4,5469E+11;(45.4689514558, 9.20402564096)
2122;3013;SETTI CARRARO DALLA CHIESA;Scuola secondaria;Statale;No;Via PASSIONE 12;3033;1;4;GUASTALLA;9,20214E+11;4,5465E+11;(45.4649894441, 9.20213851052)
2122;3014;CONVITTO NAZIONALE LONGONE;Scuola secondaria;Statale;No;Via DEGLI OLIVETANI 9;6220;1;7;MAGENTA - S. VITTORE;9,16878E+11;4,54618E+11;(45.4618376308, 9.16877846662)
2122;3015;BETLEM;Scuola secondaria;Ente religioso;SI;Via NOVARA 540;6624;7;63;FIGINO;90720423423;4,54896E+11;(45.4896363023, 9.0720423423)
2122;3016;SUORE MARCELLINE;Scuola secondaria;Ente religioso;SI;Via QUADRONNO 15;4021;1;5;PORTA VIGENTINA - PORTA LODOVICA;9,19255E+11;4,54543E+11;(45.4543201773, 9.19254952487)
2122;3021;MADRE CABRINI;Scuola secondaria;Ente religioso;SI;Corso DI PORTA ROMANA 105;402;1;4;GUASTALLA;9,19892E+11;4,54543E+11;(45.4542760424, 9.19892409768)
2122;3023;SUORE ORSOLINE DI SAN CARLO;Scuola secondaria;Ente religioso;SI;Via LANZONE 53;554;1;1;DUOMO;9,17458E+11;4,54615E+11;(45.4615112963, 9.17457650158)
2122;3024;COLLEGIO SAN CARLO;Scuola secondaria;Ente religioso;SI;Corso MAGENTA 71;604;1;7;MAGENTA - S. VITTORE;9,16977E+11;4,54656E+11;(45.4655815315, 9.16977229797)
2122;3026;ISTITUTO ZACCARIA;Scuola secondaria;Ente religioso;SI;Via DELLA COMMENDA 5;3146;1;4;GUASTALLA;9,19886E+11;4,54592E+11;(45.4591768563, 9.19886098205)
2122;3027;EDMONDO DE AMICIS;Scuola secondaria;Ente privato laico;SI;Via ALFONSO LAMARMORA 34;4103;1;4;GUASTALLA;9,20165E+11;4,54568E+11;(45.4568414829, 9.20164523841)
2122;3028;ISTITUTO GIACOMO LEOPARDI;Scuola secondaria;Ente privato laico;SI;Via ARENA 13;5182;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9,17935E+11;4,54559E+11;(45.4558715769, 9.17935340899)
2122;3029;SUORE MARCELLINE;Scuola secondaria;Ente religioso;SI;Piazza NICCOLO' TOMMASEO 1;6175;1;7;MAGENTA - S. VITTORE;9,16724E+11;4,54696E+11;(45.4695776369, 9.16723776787)
2122;3030;ROSA GOVONE;Scuola secondaria;Statale;No;Via GUGLIELMO PEPE 40;1126;9;11;ISOLA;9,18363E+15;4,54874E+15;(45.48742315615085, 9.183632573369382)
2122;3031;SALVATORE QUASIMODO;Scuola secondaria;Statale;No;Via DELLA GIUSTIZIA 6;1410;2;13;GRECO - SEGNANO;9,20723E+11;4,54987E+11;(45.4987201351, 9.20723477889)
2122;3032;NICOLO' TOMMASEO;Scuola secondaria;Statale;No;Piazzale ISTRIA 11;1347;9;12;MACIACHINI - MAGGIOLINA;91972582187;4,55022E+11;(45.5021789966, 9.1972582187)
2122;3033;Fara Gustavo;Scuola secondaria;Statale;No;Via GUSTAVO FARA 32;1183;2;10;STAZIONE CENTRALE - PONTE SEVESO;9,1991E+11;4,54855E+11;(45.4855373125, 9.19910301424)
2122;3034;ROBERTO FRANCESCHI;Scuola secondaria;Statale;No;Via GIOVANNI CAGLIERO 20;1407;2;12;MACIACHINI - MAGGIOLINA;9,20122E+11;4,54966E+11;(45.4965756072, 9.20122062184)
2122;3036;MARIA CONSOLATRICE;Scuola secondaria;Ente religioso;SI;Via MELCHIORRE GIOIA 51;1108;2;11;ISOLA;9,19842E+11;4,54876E+11;(45.4876141675, 9.19842072671)
2122;3038;ISTITUTO SANT'AMBROGIO SALESIANO;Scuola secondaria;Ente religioso;SI;Via COPERNICO 9;1204;2;10;STAZIONE CENTRALE - PONTE SEVESO;92011189074;4,54881E+11;(45.4880626689, 9.2011189074)
2122;3040;FAES ARGONNE - SCUOLA SECONDARIA I GRADO MASCHILE;Scuola secondaria;Ente privato laico;SI;Via GIOVANNI ANTONIO AMADEO 11;3228;3;22;CITTA' STUDI;9,2317E+11;4,54711E+11;(45.4710772144, 9.23170220306)
2122;3042;LOCATELLI - ORIANI;Scuola secondaria;Statale;No;Via CARLO PISACANE 13;2188;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9,211E+11;45470327682;(45.470327682, 9.21099794019)
2122;3044;SANTA CATERINA DA SIENA;Scuola secondaria;Statale;No;Via CLAUDIO MONTEVERDI 6;2237;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9,21499E+11;4,54818E+11;(45.4817880277, 9.21498858098)
2122;3045;GIAN BATTISTA TIEPOLO;Scuola secondaria;Statale;No;Piazza ISAIA GRAZIADIO ASCOLI 2;3176;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9,21748E+11;45472888326;(45.472888326, 9.21748402448)
2122;3046;San Gregorio;Scuola secondaria;Statale;No;Via SAN GREGORIO 5;2123;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9,20711E+11;4,54782E+11;(45.4781532667, 9.20711034965)
2122;3048;ISTITUTO GONZAGA;Scuola secondaria;Ente religioso;SI;Via VITRUVIO 41;2134;2;10;STAZIONE CENTRALE - PONTE SEVESO;9,20604E+11;4,54826E+11;(45.4825871033, 9.20604471595)
2122;3051;CARMELITA MANARA;Scuola secondaria;Statale;No;Via BEZZECCA 18;3075;4;26;XXII MARZO;9,21328E+11;4,54606E+11;(45.4606124464, 9.21328069587)
2122;3052;TITO LIVIO;Scuola secondaria;Statale;No;Via MONTE VELINO 2;3338;4;29;ORTOMERCATO;9,22451E+11;4,54529E+11;(45.4528669702, 9.22450950936)
2122;3053;MARIA AUSILIATRICE;Scuola secondaria;Ente religioso;SI;Via BONVESIN DE LA RIVA 12;3087;4;26;XXII MARZO;9,21216E+11;4,54637E+11;(45.4636771379, 9.21216397768)
2122;3054;SUORE MANTELLATE;Scuola secondaria;Ente religioso;SI;Via GIORGIO VASARI 16;4070;4;27;PTA ROMANA;9,20691E+11;4,54535E+11;(45.4534997059, 9.20690893119)
2122;3055;SAN TOMMASO MORO;Scuola secondaria;Ente religioso;SI;Via ANGELO INGANNI 12;6672;6;53;LORENTEGGIO;9,12777E+11;4,54477E+11;(45.4476980773, 9.12776987533)
2122;3056;FEDERICO CONFALONIERI;Scuola secondaria;Statale;No;Via CARLO VITTADINI 10;4055;5;5;PORTA VIGENTINA - PORTA LODOVICA;9,19397E+11;45449343857;(45.449343857, 9.19396827821)
2122;3057;CARLO PORTA;Scuola secondaria;Statale;No;Via MOISE' LORIA 37;6100;7;51;PORTA MAGENTA;9,15842E+11;4,54578E+11;(45.4578454586, 9.15841823956)
2122;3058;Tabacchi;Scuola secondaria;Statale;No;Via ODOARDO TABACCHI 15;5223;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;91815272116;4,54477E+11;(45.4476842937, 9.1815272116)
2122;3059;CLAUDIO MONTEVERDI;Scuola secondaria;Statale;No;Via VITTORIA COLONNA 42;6284;7;58;DE ANGELI - MONTE ROSA;9,14998E+11;4,54683E+11;(45.4682997884, 9.14998203676)
2122;3060;LEONE TOLSTOJ;Scuola secondaria;Statale;No;Via ZUARA 7;6126;6;52;BANDE NERE;9,14997E+11;4,54569E+11;(45.4568709334, 9.14997297007)
2122;3061;MOSCATI - MAMELI;Scuola secondaria;Statale;No;Via MONVISO 2;7212;8;69;SARPI;9,16802E+11;4,54843E+11;(45.4843020259, 9.16801526693)
2122;3062;MOSCATI - MAMELI;Scuola secondaria;Statale;No;Via CARLO LINNEO 2;6141;8;68;PAGANO;9,16367E+11;4,54779E+11;(45.4779268042, 9.16366733562)
2122;3063;ACHILLE MAURI;Scuola secondaria;Statale;No;Via ANGELO MAURI 10;6296;7;51;PORTA MAGENTA;91609177704;4,54656E+11;(45.4655606103, 9.1609177704)
2122;3064;FRANCESCO MELZI D'ERIL;Scuola secondaria;Statale;No;Via PIETRO MOSCATI 5;7136;8;69;SARPI;9,16959E+11;4,54794E+11;(45.4793993808, 9.16959427523)
2122;3066;LEONE XIII;Scuola secondaria;Ente religioso;SI;Via LEONE TREDICESIMO 12;6353;8;68;PAGANO;9,16319E+11;45474263479;(45.474263479, 9.16319276643)
2122;3069;ISTITUTO SAN PAOLO DELLE SUORE ANGELICHE;Scuola secondaria;Ente religioso;SI;Via MICHELANGELO BUONARROTI 49;6253;8;58;DE ANGELI - MONTE ROSA;9,15516E+11;4,54727E+11;(45.4726824049, 9.15516160681)
2122;3071;ALFREDO PANZINI;Scuola secondaria;Statale;No;Via GIUSEPPE GIUSTI 15;7127;1;69;SARPI;91768852608;4,54801E+11;(45.4800707888, 9.1768852608)
2122;3073;Maffucci;Scuola secondaria;Statale;No;Via ANGIOLO MAFFUCCI 60;1276;9;79;DERGANO;9,17091E+11;4,5502E+11;(45.5020304026, 9.17091391745)
2122;3074;LODOVICO PAVONI;Scuola secondaria;Statale;No;Via BENIGNO CRESPI 1;1313;9;79;DERGANO;9,18602E+11;4,54986E+11;(45.4985724369, 9.18602238398)
2122;3075;SANTA GEMMA CALGANI;Scuola secondaria;Ente religioso;SI;Via FILIPPO BALDINUCCI 88;1267;9;77;BOVISA;9,16737E+11;4,5503E+11;(45.5029850581, 9.16737303888)
2122;3076;MICHELANGELO BUONARROTI;Scuola secondaria;Statale;No;Via VITTORIO SCIALOIA 21;1086;9;80;AFFORI;9,1796E+11;4,55087E+11;(45.5087005125, 9.17960434707)
2122;3078;LEONARDO DA VINCI;Scuola secondaria;Statale;No;Via GEORGE SAND 32;1554;9;80;AFFORI;9,17349E+11;4,5519E+11;(45.5189842075, 9.17348968921)
2122;3079;UMBERTO SABA;Scuola secondaria;Statale;No;Via DEL VOLGA 3;1684;9;83;BRUZZANO;9,17237E+11;45525522059;(45.525522059, 9.17237129027)
2122;3080;GIANNI RODARI;Scuola secondaria;Statale;No;Via GABBRO 6;1674;9;81;BOVISASCA;9,15928E+11;4,55146E+11;(45.5145890563, 9.15928350942)
2122;3082;COR JESU;Scuola secondaria;Ente religioso;SI;Via TEANO 21;1632;9;82;COMASINA;9,16148E+11;45528165543;(45.528165543, 9.16148183604)
2122;3084;FALCONE - BORSELLINO;Scuola secondaria;Statale;No;Viale SARCA 24;1427;9;13;GRECO - SEGNANO;9,20411E+11;4,5507E+11;(45.5069823691, 9.20411227988)
2122;3085;GINO CASSINIS;Scuola secondaria;Statale;No;Via HERMADA 18;1588;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9,18798E+14;4,55144E+15;(45.51443348591575, 9.18797860025607)
2122;3086;GIOVANNI VERGA;Scuola secondaria;Statale;No;Via ASTURIE 1;1619;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9,20527E+11;4,55166E+11;(45.5165839762, 9.20526620449)
2122;3087;FALCONE - BORSELLINO;Scuola secondaria;Statale;No;Via THOMAS MANN 8;1701;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9,2086E+11;4,5524E+11;(45.5239627662, 9.20860015524)
2122;3088;CASA DEL SOLE;Scuola secondaria;Statale;No;Via GIUSEPPE GIACOSA 46;2310;2;20;LORETO - CASORETTO - NOLO;92216432494;4,54948E+11;(45.4948406682, 9.2216432494)
2122;3089;TEODORO CIRESOLA;Scuola secondaria;Statale;No;Viale BRIANZA 18;2263;2;20;LORETO - CASORETTO - NOLO;92128703194;4,54879E+11;(45.4879317835, 9.2128703194)
2122;3090;RINALDI;Scuola secondaria;Statale;No;Via VINCENZO RUSSO 23;2328;2;19;PADOVA - TURRO - CRESCENZAGO;9,22693E+11;4,54977E+11;(45.4976585051, 9.22693159195)
2122;3093;TREVISANI - SCAETTA;Scuola secondaria;Statale;No;Via ANDREA CESALPINO 40;2467;2;16;GORLA - PRECOTTO;9,23153E+11;4,55074E+11;(45.5074433992, 9.23152714118)
2122;3094;ITALO CALVINO;Scuola secondaria;Statale;No;Via FRIGIA 4;2439;2;16;GORLA - PRECOTTO;9,22202E+11;4,55151E+11;(45.5150757361, 9.22202011242)
2122;3095;PREZIOSISSIMO SANGUE;Scuola secondaria;Ente religioso;SI;Via PADRE PLACIDO RICCARDI 5;2385;2;19;PADOVA - TURRO - CRESCENZAGO;9,23897E+11;4,55014E+11;(45.5014364398, 9.23897213571)
2122;3096;SAN GIUSEPPE;Scuola secondaria;Ente religioso;SI;Via SAN GIOVANNI BATTISTA DE LA SALLE 5;2514;2;19;PADOVA - TURRO - CRESCENZAGO;9,24159E+11;45502520912;(45.502520912, 9.24158759144)
2122;3097;Cipro;Scuola secondaria;Statale;No;Via CIPRO 2;3144;4;26;XXII MARZO;9,22206E+11;4,54611E+11;(45.4611220769, 9.22205755869)
2122;3098;ASCOLI;Scuola secondaria;Statale;No;Via LUIGI DE ANDREIS 10;3272;4;25;CORSICA;9,23535E+11;4,54615E+11;(45.4615155436, 9.23535134031)
2122;3099;ADELAIDE CAIROLI;Scuola secondaria;Statale;No;Via CARLO PASCAL 35;2225;3;22;CITTA' STUDI;9,23482E+11;4,54786E+11;(45.4786461149, 9.23481987004)
2122;3100;QUINTINO DI VONA;Scuola secondaria;Statale;No;Via ANTONIO SACCHINI 34;2252;3;20;LORETO - CASORETTO - NOLO;9,22029E+15;4,54868E+16;(45.486804892433774, 9.220290855148486)
2122;3102;GIOVANNI PASCOLI;Scuola secondaria;Statale;No;Via GIOVANNI COVA 5;3158;4;25;CORSICA;9,23653E+11;45468939643;(45.468939643, 9.23652514553)
2122;3105;FAES MONFORTE - SCUOLA SECONDARIA I GRADO FEMMINILE;Scuola secondaria;Ente privato laico;SI;Via GIOVANNI ANTONIO AMADEO 11;3228;3;22;CITTA' STUDI;9,2317E+11;4,54711E+11;(45.4710772144, 9.23170220306)
2122;3106;SAN GIUSEPPE;Scuola secondaria;Ente religioso;SI;Via ANTONIO BAZZINI 10;2427;3;22;CITTA' STUDI;9,22526E+11;4,54818E+11;(45.4817951575, 9.22526156904)
2122;3110;FONDAZIONE SACRO CUORE;Scuola secondaria;Ente religioso;SI;Via ROMBON 78;2659;3;23;LAMBRATE - ORTICA;9,25215E+11;4,54862E+11;(45.4861791706, 9.25215457923)
2122;3111;MARIA MATER MEA;Scuola secondaria;Ente religioso;SI;Via PUSIANO 57;2397;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9,24644E+11;4,55005E+11;(45.5005381429, 9.24644038852)
2122;3114;MEDA - FERRARIN;Scuola secondaria;Statale;No;Via UGO GUIDO MONDOLFO 7;3367;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9,25344E+11;45447603041;(45.447603041, 9.25344237168)
2122;3115;SAN FRANCESCO D'ASSISI;Scuola secondaria;Statale;No;Via DALMAZIA 4;3363;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9,24326E+11;4,54578E+11;(45.4577985558, 9.24326403191)
2122;3116;RENZO PEZZANI;Scuola secondaria;Statale;No;  34/6;;;35;LODI - CORVETTO;;;
2122;3118;ELSA MORANTE;Scuola secondaria;Statale;No;Via ENRICO HEINE 2;4237;5;37;MORIVIONE;9,19356E+11;4,54395E+11;(45.4394936103, 9.19355794216)
2122;3119;REDAELLI;Scuola secondaria;Statale;No;Via GIACOMO MEDICI DEL VASCELLO 42;3377;4;33;ROGOREDO - SANTA GIULIA;9,24154E+11;4,54394E+11;(45.4394132125, 9.24154169471)
2122;3120;ARTURO TOSCANINI;Scuola secondaria;Statale;No;Via DEI GUARNERI 21;4300;5;38;VIGENTINO - Q.RE FATIMA;92047121317;4,54263E+11;(45.4262550402, 9.2047121317)
2122;3121;MARCELLO CANDIA;Scuola secondaria;Statale;No;Via MINCIO 21;4157;4;35;LODI - CORVETTO;9,21805E+11;4,54391E+11;(45.4390850766, 9.21804575001)
2122;3123;SAN VINCENZO REGINA MUNDI;Scuola secondaria;Ente religioso;SI;Via CARLO BONCOMPAGNI 18;4182;4;35;LODI - CORVETTO;9,22688E+11;45440082459;(45.440082459, 9.22687787269)
2122;3124;SCUOLA EUROPA;Scuola secondaria;Ente privato laico;SI;Viale LUIGI MAJNO 39;2178;1;4;GUASTALLA;9,20508E+11;4,54724E+11;(45.4723973053, 9.20508111111)
2122;3125;Arcadia;Scuola secondaria;Statale;No;Via DELL'ARCADIA 24;5439;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9,17167E+11;4,54181E+11;(45.4180524282, 9.17166517314)
2122;3128;SANDRO PERTINI;Scuola secondaria;Statale;No;Via PIETRO BOIFAVA 52;5341;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9,17372E+11;4,54266E+11;(45.4265768105, 9.17372292779)
2122;3129;ISTITUTO MADRE COCCHETTI ANNNUNCIATA;Scuola secondaria;Ente religioso;SI;Viale GIOVANNI DA CERMENATE 4;5261;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9,17669E+11;45437295843;(45.437295843, 9.17668939303)
2122;3130;LA ZOLLA;Scuola secondaria;Ente religioso;SI;Via GIULIO CARCANO 53;5248;5;43;TIBALDI;9,185E+11;4,54394E+11;(45.4394469828, 9.18500370073)
2122;3131;ILARIA ALPI;Scuola secondaria;Statale;No;Via SALERNO 1;5269;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9,14849E+11;4,54378E+11;(45.4377777308, 9.14849280879)
2122;3132;FRA AGOSTINO GEMELLI;Scuola secondaria;Statale;No;Via PESCARENICO 2;5438;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9,17227E+11;4,54332E+11;(45.4331579941, 9.17227434858)
2122;3133;GRAMSCI - GEMELLI;Scuola secondaria;Statale;No;Via FRANCO TOSI 21;5296;6;45;MONCUCCO - SAN CRISTOFORO;9,15816E+11;4,54439E+11;(45.4439053311, 9.15816099351)
2122;3134;SANT'AMBROGIO;Scuola secondaria;Statale;No;Via ENRICO DE NICOLA 40;5430;6;46;BARONA;9,1592E+11;4,54301E+11;(45.4301421123, 9.15919690554)
2122;3135;TRE CASTELLI;Scuola secondaria;Statale;No;Via RICCARDO BALSAMO CRIVELLI 3;5447;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9,13752E+11;4,54391E+11;(45.4390839754, 9.13751603472)
2122;3137;Campolodigiano ;Scuola secondaria;Statale;No;Via DEGLI ANEMONI 10;6718;6;53;LORENTEGGIO;9,12961E+15;4,54546E+16;(45.454636530341524, 9.129613089535226)
2122;3138;CARDARELLI;Scuola secondaria;Statale;No;Via LUIGI SCROSATI 4;6488;6;52;BANDE NERE;9,13938E+11;4,54539E+11;(45.4538565937, 9.13937804287)
2122;3141;RINASCITA - LIVI;Scuola secondaria;Statale;No;Via ROSALBA CARRIERA 12;5426;6;49;GIAMBELLINO;9,14345E+11;45447146254;(45.447146254, 9.14345342803)
2122;3144;SANT'ANGELA MERICI;Scuola secondaria;Ente religioso;SI;Via VESPRI SICILIANI 55;5137;6;49;GIAMBELLINO;9,14643E+11;4,54517E+11;(45.4517252628, 9.14642836977)
2122;3145;SCUOLA COMUNITA' EBRAICA;Scuola secondaria;Ente privato laico;SI;Via SALLY MAYER 4;6810;6;52;BANDE NERE;9,13767E+11;4,54558E+11;(45.4557952661, 9.13766853182)
2122;3147;IQBAL MASIH;Scuola secondaria;Statale;No;Via BIANCA MILESI 4;6676;7;56;FORZE ARMATE;9,10311E+11;4,54603E+11;(45.4603151636, 9.10310990356)
2122;3148;CESARE CORRENTI;Scuola secondaria;Statale;No;Via DELLE BETULLE 17;6828;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9,08106E+11;4,54527E+11;(45.4527097976, 9.08106206196)
2122;3149;DE MARCHI JUNIOR;Scuola secondaria;Statale;No;Via CRIMEA 22;6417;7;52;BANDE NERE;9,13021E+11;4,5461E+11;(45.4610458784, 9.13020724365)
2122;3151;BENEDETTO MARCELLO;Scuola secondaria;Statale;No;Via BENJAMIN CONSTANT 19;6083;7;61;QUARTO CAGNINO;9,11393E+11;4,54722E+11;(45.4721999844, 9.11393313309)
2122;3152;TOMMASO GULLI;Scuola secondaria;Statale;No;Via PIERO MARTINETTI 25;6339;7;52;BANDE NERE;9,13161E+11;4,54665E+11;(45.4664896471, 9.13160870263)
2122;3153;PRIMO LEVI;Scuola secondaria;Statale;No;Via PISTOIA 30;6773;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9,08942E+11;4,54625E+11;(45.4625010548, 9.08942218465)
2122;3156;GIOSUE' BORSI;Scuola secondaria;Statale;No;Via UGO OJETTI 13;7516;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;91122659803;4,54941E+11;(45.4940652845, 9.1122659803)
2122;3157;EUGENIO COLORNI;Scuola secondaria;Statale;No;  1;;;58;DE ANGELI - MONTE ROSA;;;
2122;3160;SAN GIUSEPPE CALASANZIO;Scuola secondaria;Statale;No;Piazza AXUM 5;6515;7;60;STADIO - IPPODROMI;9,12312E+11;4,54753E+11;(45.4753384897, 9.12311612695)
2122;3161;MATTEO RICCI;Scuola secondaria;Statale;No;Via LOVERE 4;6453;8;66;QT 8;9,13864E+11;4,54846E+11;(45.4846162299, 9.13864448041)
2122;3163;COZZI - QUARENGHI;Scuola secondaria;Statale;No;Via GIACOMO QUARENGHI 14;7478;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9,11911E+11;4,54949E+11;(45.4949461439, 9.11910513124)
2122;3170;CRISTOFORO COLOMBO;Scuola secondaria;Statale;No;Via GIOVANNI BATTISTA DE ROSSI 2;7401;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;91405996241;4,5501E+11;(45.5010454712, 9.1405996241)
2122;3172;GIANCARLO PUECHER;Scuola secondaria;Statale;No;Via CASTELLINO DA CASTELLO 9;7308;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9,15817E+11;4,54962E+11;(45.4961757982, 9.15816918794)
2122;3173;VILFREDO PARETO;Scuola secondaria;Statale;No;Via GALLARATE 15;7420;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9,14078E+11;45493926422;(45.493926422, 9.14077636673)
2122;3174;Graf;Scuola secondaria;Statale;No;Via ARTURO GRAF 74;7338;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;91457860986;4,55123E+11;(45.5122776999, 9.1457860986)
2122;3175;EMILIO ALESSANDRINI;Scuola secondaria;Statale;No;Via SAPRI 50;7441;8;72;MAGGIORE - MUSOCCO - CERTOSA;9,12958E+11;4,55045E+11;(45.5045495421, 9.12957823251)
2122;3177;GIAN BATTISTA VICO;Scuola secondaria;Statale;No;Via FELICE ORSINI 25;7476;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;91329128552;4,5518E+11;(45.5180210837, 9.1329128552)
2122;3182;RUDOLF STEINER;Scuola secondaria;Ente privato laico;SI;Via CELESTE CLERICETTI 45;2221;3;22;CITTA' STUDI;9,23527E+11;4,54795E+11;(45.4794949543, 9.23527388128)
